FORMAT OF THE SUBSETTED FILE
    
    ITEMS                      FORMAT   
     
 1 YEAR                          I4        
 2 DOY                           I4        
 3 Hour                          I3        
 4 Dst-index, nT                 I6        
 5 f10.7_index                   F6.1

2018 275 15    -1  67.1
2018 275 16    -1  67.1
2018 275 17    -2  67.1
2018 275 18    -6  67.1
2018 275 19   -12  67.1
2018 275 20   -14  67.1
2018 275 21   -15  67.1
2018 275 22   -15  67.1
2018 275 23   -14  67.1
2018 276  0   -13  68.4
2018 276  1   -12  68.4
2018 276  2   -10  68.4
2018 276  3   -12  68.4
2018 276  4   -12  68.4
2018 276  5   -10  68.4
2018 276  6    -7  68.4
2018 276  7    -3  68.4
2018 276  8    -1  68.4
2018 276  9     0  68.4
2018 276 10     3  68.4
2018 276 11     7  68.4
2018 276 12     7  68.4
2018 276 13     6  68.4
2018 276 14     6  68.4
2018 276 15    11  68.4
2018 276 16     9  68.4
2018 276 17     9  68.4
2018 276 18    13  68.4
2018 276 19     9  68.4
2018 276 20     4  68.4
2018 276 21     1  68.4
2018 276 22     0  68.4
2018 276 23    -5  68.4
2018 277  0    -4  67.2
2018 277  1    -7  67.2
2018 277  2    -5  67.2
2018 277  3    -8  67.2
2018 277  4    -8  67.2
2018 277  5    -8  67.2
2018 277  6    -8  67.2
2018 277  7    -6  67.2
2018 277  8    -2  67.2
2018 277  9    -1  67.2
2018 277 10     1  67.2
2018 277 11     3  67.2
2018 277 12     4  67.2
2018 277 13     0  67.2
2018 277 14    -7  67.2
2018 277 15    -6  67.2
2018 277 16    -4  67.2
2018 277 17     0  67.2
2018 277 18     1  67.2
2018 277 19     2  67.2
2018 277 20     2  67.2
2018 277 21     0  67.2
2018 277 22     0  67.2
2018 277 23    -1  67.2
2018 278  0    -3  68.7
2018 278  1    -3  68.7
2018 278  2    -9  68.7
2018 278  3    -8  68.7
2018 278  4    -5  68.7
2018 278  5     0  68.7
2018 278  6     2  68.7
2018 278  7    -2  68.7
2018 278  8    -7  68.7
2018 278  9    -3  68.7
2018 278 10    -1  68.7
2018 278 11     1  68.7
2018 278 12     1  68.7
2018 278 13     7  68.7
2018 278 14     8  68.7
2018 278 15    -1  68.7
2018 278 16    -2  68.7
2018 278 17    -5  68.7
2018 278 18    -3  68.7
2018 278 19    -4  68.7
2018 278 20    -8  68.7
2018 278 21    -9  68.7
2018 278 22    -7  68.7
2018 278 23    -3  68.7
2018 279  0    -2  68.6
2018 279  1    -2  68.6
2018 279  2     1  68.6
2018 279  3     3  68.6
2018 279  4     4  68.6
2018 279  5     2  68.6
2018 279  6     3  68.6
2018 279  7    -1  68.6
2018 279  8    -3  68.6
2018 279  9    -3  68.6
2018 279 10    -6  68.6
2018 279 11    -2  68.6
2018 279 12     2  68.6
2018 279 13     0  68.6
2018 279 14    -1  68.6
2018 279 15    -2  68.6
2018 279 16     3  68.6
2018 279 17     4  68.6
2018 279 18     5  68.6
2018 279 19     3  68.6
2018 279 20    -1  68.6
2018 279 21    -3  68.6
2018 279 22    -3  68.6
2018 279 23    -2  68.6
2018 280  0     0  69.4
2018 280  1    -1  69.4
2018 280  2    -1  69.4
2018 280  3     0  69.4
2018 280  4     1  69.4
2018 280  5     2  69.4
2018 280  6     1  69.4
2018 280  7     4  69.4
2018 280  8     9  69.4
2018 280  9    15  69.4
2018 280 10    22  69.4
2018 280 11    13  69.4
2018 280 12     1  69.4
2018 280 13    -6  69.4
2018 280 14    -4  69.4
2018 280 15   -14  69.4
2018 280 16   -32  69.4
2018 280 17   -40  69.4
2018 280 18   -40  69.4
2018 280 19   -45  69.4
2018 280 20   -52  69.4
2018 280 21   -53  69.4
2018 280 22   -49  69.4
2018 280 23   -40  69.4
2018 281  0   -34  68.7
2018 281  1   -30  68.7
2018 281  2   -29  68.7
2018 281  3   -37  68.7
2018 281  4   -39  68.7
2018 281  5   -37  68.7
2018 281  6   -36  68.7
2018 281  7   -36  68.7
2018 281  8   -36  68.7
2018 281  9   -35  68.7
2018 281 10   -35  68.7
2018 281 11   -43  68.7
2018 281 12   -37  68.7
2018 281 13   -35  68.7
2018 281 14   -36  68.7
2018 281 15   -35  68.7
2018 281 16   -30  68.7
2018 281 17   -28  68.7
2018 281 18   -30  68.7
2018 281 19   -30  68.7
2018 281 20   -28  68.7
2018 281 21   -27  68.7
2018 281 22   -26  68.7
2018 281 23   -25  68.7
2018 282  0   -22  69.3
2018 282  1   -22  69.3
2018 282  2   -21  69.3
2018 282  3   -22  69.3
2018 282  4   -23  69.3
2018 282  5   -24  69.3
2018 282  6   -29  69.3
2018 282  7   -38  69.3
2018 282  8   -35  69.3
2018 282  9   -28  69.3
2018 282 10   -27  69.3
2018 282 11   -21  69.3
2018 282 12   -19  69.3
2018 282 13   -19  69.3
2018 282 14   -18  69.3
2018 282 15   -17  69.3
2018 282 16   -25  69.3
2018 282 17   -30  69.3
2018 282 18   -28  69.3
2018 282 19   -25  69.3
2018 282 20   -26  69.3
2018 282 21   -28  69.3
2018 282 22   -33  69.3
2018 282 23   -35  69.3
2018 283  0   -32  69.6
2018 283  1   -31  69.6
2018 283  2   -27  69.6
2018 283  3   -23  69.6
2018 283  4   -20  69.6
2018 283  5   -21  69.6
2018 283  6   -22  69.6
2018 283  7   -20  69.6
2018 283  8   -18  69.6
2018 283  9   -16  69.6
2018 283 10   -16  69.6
2018 283 11   -21  69.6
2018 283 12   -30  69.6
2018 283 13   -34  69.6
2018 283 14   -35  69.6
2018 283 15   -32  69.6
2018 283 16   -27  69.6
2018 283 17   -31  69.6
2018 283 18   -34  69.6
2018 283 19   -33  69.6
2018 283 20   -31  69.6
2018 283 21   -32  69.6
2018 283 22   -28  69.6
2018 283 23   -26  69.6
2018 284  0   -32  70.6
2018 284  1   -41  70.6
2018 284  2   -41  70.6
2018 284  3   -37  70.6
2018 284  4   -32  70.6
2018 284  5   -31  70.6
2018 284  6   -32  70.6
2018 284  7   -32  70.6
2018 284  8   -28  70.6
2018 284  9   -28  70.6
2018 284 10   -24  70.6
2018 284 11   -20  70.6
2018 284 12   -20  70.6
2018 284 13   -19  70.6
2018 284 14   -19  70.6
2018 284 15   -17  70.6
2018 284 16   -16  70.6
2018 284 17   -17  70.6
2018 284 18   -15  70.6
2018 284 19   -15  70.6
2018 284 20   -21  70.6
2018 284 21   -25  70.6
2018 284 22   -25  70.6
2018 284 23   -24  70.6
2018 285  0   -25  71.3
2018 285  1   -25  71.3
2018 285  2   -24  71.3
2018 285  3   -24  71.3
2018 285  4   -21  71.3
2018 285  5   -20  71.3
2018 285  6   -20  71.3
2018 285  7   -17  71.3
2018 285  8   -18  71.3
2018 285  9   -20  71.3
2018 285 10   -18  71.3
2018 285 11   -18  71.3
2018 285 12   -19  71.3
2018 285 13   -18  71.3
2018 285 14   -15  71.3
2018 285 15   -15  71.3
2018 285 16   -17  71.3
2018 285 17   -15  71.3
2018 285 18   -13  71.3
2018 285 19   -14  71.3
2018 285 20   -15  71.3
2018 285 21   -15  71.3
2018 285 22   -14  71.3
2018 285 23   -14  71.3
2018 286  0   -14  72.1
2018 286  1   -15  72.1
2018 286  2   -18  72.1
2018 286  3   -16  72.1
2018 286  4   -12  72.1
2018 286  5    -8  72.1
2018 286  6    -5  72.1
2018 286  7    -2  72.1
2018 286  8     0  72.1
2018 286  9    -1  72.1
2018 286 10     0  72.1
2018 286 11     2  72.1
2018 286 12    -1  72.1
2018 286 13    -4  72.1
2018 286 14    -4  72.1
2018 286 15    -1  72.1
2018 286 16   -10  72.1
2018 286 17   -25  72.1
2018 286 18   -34  72.1
2018 286 19   -35  72.1
2018 286 20   -30  72.1
2018 286 21   -30  72.1
2018 286 22   -38  72.1
2018 286 23   -37  72.1
2018 287  0   -32  71.1
2018 287  1   -29  71.1
2018 287  2   -26  71.1
2018 287  3   -24  71.1
2018 287  4   -20  71.1
2018 287  5   -20  71.1
2018 287  6   -22  71.1
2018 287  7   -23  71.1
2018 287  8   -20  71.1
2018 287  9   -18  71.1
2018 287 10   -18  71.1
2018 287 11   -18  71.1
2018 287 12   -15  71.1
2018 287 13   -14  71.1
2018 287 14   -12  71.1
2018 287 15   -10  71.1
2018 287 16    -9  71.1
2018 287 17    -6  71.1
2018 287 18    -4  71.1
2018 287 19    -6  71.1
2018 287 20    -6  71.1
2018 287 21    -7  71.1
2018 287 22    -7  71.1
2018 287 23   -10  71.1
2018 288  0   -12  69.6
2018 288  1   -13  69.6
2018 288  2   -15  69.6
2018 288  3   -15  69.6
2018 288  4   -15  69.6
2018 288  5   -14  69.6
2018 288  6   -13  69.6
2018 288  7   -14  69.6
2018 288  8   -13  69.6
2018 288  9   -14  69.6
2018 288 10   -14  69.6
2018 288 11   -13  69.6
2018 288 12   -14  69.6
2018 288 13   -17  69.6
2018 288 14   -14  69.6
2018 288 15   -11  69.6
2018 288 16    -7  69.6
2018 288 17   -13  69.6
2018 288 18   -17  69.6
2018 288 19   -15  69.6
2018 288 20   -13  69.6
2018 288 21   -15  69.6
2018 288 22   -16  69.6
2018 288 23   -16  69.6
2018 289  0   -10  69.3
2018 289  1    -5  69.3
2018 289  2    -5  69.3
2018 289  3    -7  69.3
2018 289  4    -8  69.3
2018 289  5   -11  69.3
2018 289  6    -9  69.3
2018 289  7   -10  69.3
2018 289  8   -11  69.3
2018 289  9   -12  69.3
2018 289 10    -9  69.3
2018 289 11    -5  69.3
2018 289 12    -4  69.3
2018 289 13    -4  69.3
2018 289 14    -5  69.3
2018 289 15    -6  69.3
2018 289 16    -6  69.3
2018 289 17    -8  69.3
2018 289 18    -9  69.3
2018 289 19   -10  69.3
2018 289 20   -12  69.3
2018 289 21   -13  69.3
2018 289 22   -12  69.3
2018 289 23    -9  69.3
2018 290  0    -7  69.6
2018 290  1    -6  69.6
2018 290  2    -3  69.6
2018 290  3    -4  69.6
2018 290  4    -8  69.6
2018 290  5    -7  69.6
2018 290  6    -7  69.6
2018 290  7   -11  69.6
2018 290  8   -10  69.6
2018 290  9    -9  69.6
2018 290 10    -9  69.6
2018 290 11   -11  69.6
2018 290 12   -10  69.6
2018 290 13   -12  69.6
2018 290 14   -11  69.6
2018 290 15   -11  69.6
2018 290 16   -10  69.6
2018 290 17    -9  69.6
2018 290 18    -6  69.6
2018 290 19    -5  69.6
2018 290 20    -5  69.6
2018 290 21    -5  69.6
2018 290 22    -5  69.6
2018 290 23    -3  69.6
2018 291  0    -4  69.0
2018 291  1    -4  69.0
2018 291  2    -3  69.0
2018 291  3    -3  69.0
2018 291  4    -1  69.0
2018 291  5    -1  69.0
2018 291  6    -2  69.0
2018 291  7    -3  69.0
2018 291  8    -3  69.0
2018 291  9    -2  69.0
2018 291 10    -1  69.0
2018 291 11    -2  69.0
2018 291 12    -3  69.0
2018 291 13    -4  69.0
2018 291 14    -3  69.0
2018 291 15    -2  69.0
2018 291 16    -1  69.0
2018 291 17    -1  69.0
2018 291 18    -1  69.0
2018 291 19    -1  69.0
2018 291 20    -1  69.0
2018 291 21    -1  69.0
2018 291 22    -1  69.0
2018 291 23    -3  69.0
2018 292  0    -3  69.0
2018 292  1    -4  69.0
2018 292  2    -5  69.0
2018 292  3    -5  69.0
2018 292  4    -3  69.0
2018 292  5    -3  69.0
2018 292  6    -2  69.0
2018 292  7     0  69.0
2018 292  8     2  69.0
2018 292  9     2  69.0
2018 292 10     1  69.0
2018 292 11    -3  69.0
2018 292 12    -4  69.0
2018 292 13    -5  69.0
2018 292 14    -3  69.0
2018 292 15    -3  69.0
2018 292 16    -2  69.0
2018 292 17    -1  69.0
2018 292 18     1  69.0
2018 292 19    -1  69.0
2018 292 20    -1  69.0
2018 292 21     0  69.0
2018 292 22     1  69.0
2018 292 23     2  69.0
2018 293  0     3  69.8
2018 293  1     5  69.8
2018 293  2     7  69.8
2018 293  3     6  69.8
2018 293  4     3  69.8
2018 293  5     2  69.8
2018 293  6     1  69.8
2018 293  7     0  69.8
2018 293  8    -1  69.8
2018 293  9    -1  69.8
2018 293 10     0  69.8
2018 293 11     1  69.8
2018 293 12     3  69.8
2018 293 13     1  69.8
2018 293 14     1  69.8
2018 293 15     1  69.8
2018 293 16     0  69.8
2018 293 17    -2  69.8
2018 293 18    -2  69.8
2018 293 19    -2  69.8
2018 293 20     1  69.8
2018 293 21     2  69.8
2018 293 22     1  69.8
2018 293 23     3  69.8
2018 294  0     5  70.4
2018 294  1     8  70.4
2018 294  2    10  70.4
2018 294  3     9  70.4
2018 294  4    10  70.4
2018 294  5    11  70.4
2018 294  6    10  70.4
2018 294  7    10  70.4
2018 294  8    13  70.4
2018 294  9    13  70.4
2018 294 10    11  70.4
2018 294 11     3  70.4
2018 294 12    -4  70.4
2018 294 13    -8  70.4
2018 294 14    -6  70.4
2018 294 15    -4  70.4
2018 294 16    -3  70.4
2018 294 17    -2  70.4
2018 294 18    -2  70.4
2018 294 19    -2  70.4
2018 294 20    -3  70.4
2018 294 21     1  70.4
2018 294 22     1  70.4
2018 294 23    -2  70.4
2018 295  0    -3  70.2
2018 295  1    -3  70.2
2018 295  2     2  70.2
2018 295  3     2  70.2
2018 295  4    -2  70.2
2018 295  5     0  70.2
2018 295  6     0  70.2
2018 295  7     0  70.2
2018 295  8     0  70.2
2018 295  9    -3  70.2
2018 295 10    -4  70.2
2018 295 11    -4  70.2
2018 295 12    -4  70.2
2018 295 13    -7  70.2
2018 295 14   -10  70.2
2018 295 15    -9  70.2
2018 295 16   -12  70.2
2018 295 17   -16  70.2
2018 295 18   -16  70.2
2018 295 19   -16  70.2
2018 295 20   -16  70.2
2018 295 21   -13  70.2
2018 295 22   -11  70.2
2018 295 23   -11  70.2
2018 296  0   -11  70.9
2018 296  1   -11  70.9
2018 296  2    -8  70.9
2018 296  3    -5  70.9
2018 296  4    -5  70.9
2018 296  5    -4  70.9
2018 296  6    -5  70.9
2018 296  7    -6  70.9
2018 296  8    -7  70.9
2018 296  9    -8  70.9
2018 296 10    -7  70.9
2018 296 11    -6  70.9
2018 296 12    -5  70.9
2018 296 13    -4  70.9
2018 296 14    -1  70.9
2018 296 15     2  70.9
2018 296 16     4  70.9
2018 296 17     4  70.9
2018 296 18     2  70.9
2018 296 19     4  70.9
2018 296 20     3  70.9
2018 296 21     3  70.9
2018 296 22     3  70.9
2018 296 23     3  70.9
2018 297  0     3  68.9
2018 297  1     5  68.9
2018 297  2     5  68.9
2018 297  3     5  68.9
2018 297  4     3  68.9
2018 297  5     1  68.9
2018 297  6     2  68.9
2018 297  7     4  68.9
2018 297  8     4  68.9
2018 297  9     4  68.9
2018 297 10    -3  68.9
2018 297 11    -4  68.9
2018 297 12    -2  68.9
2018 297 13     1  68.9
2018 297 14     4  68.9
2018 297 15     5  68.9
2018 297 16     3  68.9
2018 297 17     1  68.9
2018 297 18    -2  68.9
2018 297 19    -6  68.9
2018 297 20    -5  68.9
2018 297 21    -4  68.9
2018 297 22    -4  68.9
2018 297 23    -3  68.9
2018 298  0    -1  68.6
2018 298  1     2  68.6
2018 298  2     3  68.6
2018 298  3     1  68.6
2018 298  4     3  68.6
2018 298  5     0  68.6
2018 298  6    -1  68.6
2018 298  7     0  68.6
2018 298  8    -2  68.6
2018 298  9    -4  68.6
2018 298 10    -1  68.6
2018 298 11    -1  68.6
2018 298 12    -2  68.6
2018 298 13     2  68.6
2018 298 14     4  68.6
2018 298 15     5  68.6
2018 298 16     0  68.6
2018 298 17    -1  68.6
2018 298 18    -2  68.6
2018 298 19    -4  68.6
2018 298 20    -9  68.6
2018 298 21    -6  68.6
2018 298 22    -4  68.6
2018 298 23    -6  68.6
2018 299  0    -5  68.3
2018 299  1    -3  68.3
2018 299  2     2  68.3
2018 299  3     6  68.3
2018 299  4    11  68.3
2018 299  5    12  68.3
2018 299  6    11  68.3
2018 299  7     5  68.3
2018 299  8     3  68.3
2018 299  9     2  68.3
2018 299 10     1  68.3
2018 299 11     4  68.3
2018 299 12     5  68.3
2018 299 13     1  68.3
2018 299 14     2  68.3
2018 299 15     2  68.3
2018 299 16     2  68.3
2018 299 17     1  68.3
2018 299 18     1  68.3
2018 299 19     0  68.3
2018 299 20    -5  68.3
2018 299 21   -11  68.3
2018 299 22   -10  68.3
2018 299 23    -8  68.3
2018 300  0    -6  68.5
2018 300  1    -5  68.5
2018 300  2    -4  68.5
2018 300  3    -7  68.5
2018 300  4    -7  68.5
2018 300  5    -6  68.5
2018 300  6    -9  68.5
2018 300  7   -13  68.5
2018 300  8   -13  68.5
2018 300  9   -11  68.5
2018 300 10    -7  68.5
2018 300 11     0  68.5
2018 300 12     1  68.5
2018 300 13     0  68.5
2018 300 14    -1  68.5
2018 300 15    -1  68.5
2018 300 16    -1  68.5
2018 300 17    -2  68.5
2018 300 18    -2  68.5
2018 300 19    -2  68.5
2018 300 20    -1  68.5
2018 300 21    -1  68.5
2018 300 22    -2  68.5
2018 300 23    -5  68.5
2018 301  0    -6  67.4
2018 301  1    -7  67.4
2018 301  2    -6  67.4
2018 301  3    -1  67.4
2018 301  4    -1  67.4
2018 301  5    -1  67.4
2018 301  6    -1  67.4
2018 301  7    -1  67.4
2018 301  8    -2  67.4
2018 301  9    -2  67.4
2018 301 10     0  67.4
2018 301 11     3  67.4
2018 301 12     4  67.4
2018 301 13     5  67.4
2018 301 14     5  67.4
2018 301 15     4  67.4
2018 301 16     3  67.4
2018 301 17     1  67.4
2018 301 18    -2  67.4
2018 301 19    -2  67.4
2018 301 20    -1  67.4
2018 301 21    -2  67.4
2018 301 22    -1  67.4
2018 301 23    -1  67.4
2018 302  0    -1  67.9
2018 302  1    -1  67.9
2018 302  2     0  67.9
2018 302  3     0  67.9
2018 302  4     0  67.9
2018 302  5     1  67.9
2018 302  6     3  67.9
2018 302  7     3  67.9
2018 302  8     4  67.9
2018 302  9     4  67.9
2018 302 10     6  67.9
2018 302 11     9  67.9
2018 302 12    10  67.9
2018 302 13    11  67.9
2018 302 14     7  67.9
2018 302 15     4  67.9
2018 302 16     3  67.9
2018 302 17     4  67.9
2018 302 18     6  67.9
2018 302 19     9  67.9
2018 302 20     8  67.9
2018 302 21     7  67.9
2018 302 22     7  67.9
2018 302 23     6  67.9
2018 303  0     6  66.1
2018 303  1     4  66.1
2018 303  2     2  66.1
2018 303  3     0  66.1
2018 303  4     0  66.1
2018 303  5     3  66.1
2018 303  6     5  66.1
2018 303  7     4  66.1
2018 303  8     4  66.1
2018 303  9     3  66.1
2018 303 10     3  66.1
2018 303 11     6  66.1
2018 303 12     6  66.1
2018 303 13     6  66.1
2018 303 14     6  66.1
2018 303 15     5  66.1
2018 303 16     4  66.1
2018 303 17     6  66.1
2018 303 18     5  66.1
2018 303 19     3  66.1
2018 303 20     3  66.1
2018 303 21     3  66.1
2018 303 22     8  66.1
2018 303 23     4  66.1
2018 304  0     1  67.1
2018 304  1     2  67.1
2018 304  2     1  67.1
2018 304  3     1  67.1
2018 304  4     2  67.1
2018 304  5     4  67.1
2018 304  6     4  67.1
2018 304  7     4  67.1
2018 304  8     3  67.1
2018 304  9     4  67.1
2018 304 10     7  67.1
2018 304 11    10  67.1
2018 304 12     9  67.1
2018 304 13     6  67.1
2018 304 14     5  67.1
2018 304 15     4  67.1
2018 304 16     4  67.1
2018 304 17     4  67.1
2018 304 18     8  67.1
2018 304 19     8  67.1
2018 304 20     6  67.1
2018 304 21     7  67.1
2018 304 22     7  67.1
2018 304 23     6  67.1
2018 305  0     7  65.8
2018 305  1    10  65.8
2018 305  2     8  65.8
2018 305  3     7  65.8
2018 305  4     8  65.8
2018 305  5    10  65.8
2018 305  6    10  65.8
2018 305  7     6  65.8
2018 305  8    -2  65.8
2018 305  9    -3  65.8
2018 305 10    -1  65.8
2018 305 11    -4  65.8
2018 305 12    -4  65.8
2018 305 13    -4  65.8
2018 305 14    -4  65.8
2018 305 15    -2  65.8
2018 305 16     0  65.8
2018 305 17     5  65.8
2018 305 18     3  65.8
2018 305 19    -1  65.8
2018 305 20    -1  65.8
2018 305 21     0  65.8
2018 305 22     2  65.8
2018 305 23     2  65.8
2018 306  0     2  66.5
2018 306  1     1  66.5
2018 306  2     3  66.5
2018 306  3     4  66.5
2018 306  4     5  66.5
2018 306  5     4  66.5
2018 306  6     2  66.5
2018 306  7     1  66.5
2018 306  8     0  66.5
2018 306  9     1  66.5
2018 306 10     3  66.5
2018 306 11     1  66.5
2018 306 12     0  66.5
2018 306 13    -1  66.5
2018 306 14     2  66.5
2018 306 15     5  66.5
2018 306 16     6  66.5
2018 306 17     5  66.5
2018 306 18     6  66.5
2018 306 19     5  66.5
2018 306 20     8  66.5
2018 306 21    13  66.5
2018 306 22    18  66.5
2018 306 23    19  66.5
2018 307  0    16  66.3
2018 307  1    12  66.3
2018 307  2     4  66.3
2018 307  3    -2  66.3
2018 307  4    -1  66.3
2018 307  5     0  66.3
2018 307  6     1  66.3
2018 307  7     3  66.3
2018 307  8     4  66.3
2018 307  9     6  66.3
2018 307 10     4  66.3
2018 307 11     1  66.3
2018 307 12    -2  66.3
2018 307 13    -2  66.3
2018 307 14     1  66.3
2018 307 15     3  66.3
2018 307 16     5  66.3
2018 307 17     5  66.3
2018 307 18     4  66.3
2018 307 19     2  66.3
2018 307 20     3  66.3
2018 307 21     5  66.3
2018 307 22     5  66.3
2018 307 23     7  66.3
2018 308  0    11  65.5
2018 308  1    14  65.5
2018 308  2    15  65.5
2018 308  3    13  65.5
2018 308  4    13  65.5
2018 308  5    12  65.5
2018 308  6    13  65.5
2018 308  7    15  65.5
2018 308  8    13  65.5
2018 308  9    14  65.5
2018 308 10    13  65.5
2018 308 11     3  65.5
2018 308 12    -4  65.5
2018 308 13    -5  65.5
2018 308 14    -9  65.5
2018 308 15   -13  65.5
2018 308 16   -15  65.5
2018 308 17   -14  65.5
2018 308 18   -25  65.5
2018 308 19   -30  65.5
2018 308 20   -26  65.5
2018 308 21   -23  65.5
2018 308 22    -6  65.5
2018 308 23   -14  65.5
2018 309  0   -18  67.2
2018 309  1    -9  67.2
2018 309  2   -10  67.2
2018 309  3   -18  67.2
2018 309  4   -31  67.2
2018 309  5   -53  67.2
2018 309  6   -53  67.2
2018 309  7   -44  67.2
2018 309  8   -46  67.2
2018 309  9   -46  67.2
2018 309 10   -39  67.2
2018 309 11   -48  67.2
2018 309 12   -51  67.2
2018 309 13   -45  67.2
2018 309 14   -38  67.2
2018 309 15   -40  67.2
2018 309 16   -42  67.2
2018 309 17   -48  67.2
2018 309 18   -47  67.2
2018 309 19   -39  67.2
2018 309 20   -36  67.2
2018 309 21   -35  67.2
2018 309 22   -32  67.2
2018 309 23   -27  67.2
2018 310  0   -24  67.6
2018 310  1   -21  67.6
2018 310  2   -23  67.6
2018 310  3   -22  67.6
2018 310  4   -21  67.6
2018 310  5   -24  67.6
2018 310  6   -27  67.6
2018 310  7   -30  67.6
2018 310  8   -33  67.6
2018 310  9   -36  67.6
2018 310 10   -36  67.6
2018 310 11   -35  67.6
2018 310 12   -34  67.6
2018 310 13   -29  67.6
2018 310 14   -27  67.6
2018 310 15   -28  67.6
2018 310 16   -24  67.6
2018 310 17   -22  67.6
2018 310 18   -21  67.6
2018 310 19   -19  67.6
2018 310 20   -14  67.6
2018 310 21   -12  67.6
2018 310 22   -12  67.6
2018 310 23   -13  67.6
2018 311  0   -15  67.5
2018 311  1   -14  67.5
2018 311  2   -16  67.5
2018 311  3   -20  67.5
2018 311  4   -22  67.5
2018 311  5   -23  67.5
2018 311  6   -24  67.5
2018 311  7   -22  67.5
2018 311  8   -24  67.5
2018 311  9   -24  67.5
2018 311 10   -22  67.5
2018 311 11   -21  67.5
2018 311 12   -20  67.5
2018 311 13   -18  67.5
2018 311 14   -18  67.5
2018 311 15   -17  67.5
2018 311 16   -15  67.5
2018 311 17   -12  67.5
2018 311 18    -9  67.5
2018 311 19    -8  67.5
2018 311 20   -13  67.5
2018 311 21   -18  67.5
2018 311 22   -19  67.5
2018 311 23   -14  67.5
2018 312  0   -11  68.2
2018 312  1    -8  68.2
2018 312  2   -12  68.2
2018 312  3   -17  68.2
2018 312  4   -13  68.2
2018 312  5   -11  68.2
2018 312  6   -11  68.2
2018 312  7   -17  68.2
2018 312  8   -17  68.2
2018 312  9   -18  68.2
2018 312 10   -24  68.2
2018 312 11   -23  68.2
2018 312 12   -20  68.2
2018 312 13   -16  68.2
2018 312 14   -15  68.2
2018 312 15   -19  68.2
2018 312 16   -19  68.2
2018 312 17   -20  68.2
2018 312 18   -18  68.2
2018 312 19   -16  68.2
2018 312 20   -15  68.2
2018 312 21   -16  68.2
2018 312 22   -15  68.2
2018 312 23   -17  68.2
2018 313  0   -17  67.6
2018 313  1   -14  67.6
2018 313  2   -14  67.6
2018 313  3   -13  67.6
2018 313  4   -12  67.6
2018 313  5   -14  67.6
2018 313  6   -14  67.6
2018 313  7   -11  67.6
2018 313  8   -10  67.6
2018 313  9   -10  67.6
2018 313 10   -13  67.6
2018 313 11   -15  67.6
2018 313 12   -21  67.6
2018 313 13   -24  67.6
2018 313 14   -23  67.6
2018 313 15   -21  67.6
2018 313 16   -10  67.6
2018 313 17   -18  67.6
2018 313 18   -21  67.6
2018 313 19   -29  67.6
2018 313 20   -39  67.6
2018 313 21   -42  67.6
2018 313 22   -39  67.6
2018 313 23   -32  67.6
2018 314  0   -26  67.6
2018 314  1   -20  67.6
2018 314  2   -14  67.6
2018 314  3   -12  67.6
2018 314  4   -15  67.6
2018 314  5   -16  67.6
2018 314  6   -13  67.6
2018 314  7   -12  67.6
2018 314  8   -10  67.6
2018 314  9   -14  67.6
2018 314 10   -18  67.6
2018 314 11   -22  67.6
2018 314 12   -23  67.6
2018 314 13   -23  67.6
2018 314 14   -22  67.6
2018 314 15   -18  67.6
2018 314 16   -16  67.6
2018 314 17   -15  67.6
2018 314 18   -17  67.6
2018 314 19   -25  67.6
2018 314 20   -24  67.6
2018 314 21   -20  67.6
2018 314 22   -19  67.6
2018 314 23   -13  67.6
2018 315  0   -17  68.0
2018 315  1   -15  68.0
2018 315  2   -16  68.0
2018 315  3   -13  68.0
2018 315  4   -14  68.0
2018 315  5   -15  68.0
2018 315  6   -16  68.0
2018 315  7   -13  68.0
2018 315  8   -13  68.0
2018 315  9   -14  68.0
2018 315 10   -15  68.0
2018 315 11   -18  68.0
2018 315 12   -18  68.0
2018 315 13   -13  68.0
2018 315 14    -8  68.0
2018 315 15    -6  68.0
2018 315 16    -3  68.0
2018 315 17    -3  68.0
2018 315 18    -6  68.0
2018 315 19   -10  68.0
2018 315 20   -11  68.0
2018 315 21    -8  68.0
2018 315 22    -7  68.0
2018 315 23    -6  68.0
2018 316  0    -4  66.8
2018 316  1    -6  66.8
2018 316  2    -8  66.8
2018 316  3    -9  66.8
2018 316  4    -7  66.8
2018 316  5   -15  66.8
2018 316  6   -23  66.8
2018 316  7   -26  66.8
2018 316  8   -25  66.8
2018 316  9   -22  66.8
2018 316 10   -24  66.8
2018 316 11   -25  66.8
2018 316 12   -21  66.8
2018 316 13   -19  66.8
2018 316 14   -17  66.8
2018 316 15   -15  66.8
2018 316 16   -11  66.8
2018 316 17   -10  66.8
2018 316 18   -10  66.8
2018 316 19   -16  66.8
2018 316 20   -16  66.8
2018 316 21   -16  66.8
2018 316 22   -14  66.8
2018 316 23   -12  66.8
2018 317  0   -14  65.6
2018 317  1   -12  65.6
2018 317  2   -14  65.6
2018 317  3   -15  65.6
2018 317  4   -15  65.6
2018 317  5   -14  65.6
2018 317  6   -12  65.6
2018 317  7   -11  65.6
2018 317  8   -12  65.6
2018 317  9   -13  65.6
2018 317 10   -12  65.6
2018 317 11   -11  65.6
2018 317 12   -13  65.6
2018 317 13   -14  65.6
2018 317 14   -13  65.6
2018 317 15   -14  65.6
2018 317 16   -11  65.6
2018 317 17   -10  65.6
2018 317 18   -11  65.6
2018 317 19   -10  65.6
